2018-11-20-15-09,10
1,1,24,90,100,80
2,2,24,90,80,100
3,1,24,90,100,80
4,2,24,90,80,100
5,1,24,90,100,80
6,2,24,90,80,100
7,1,24,90,100,80
8,2,24,90,80,100
9,1,24,90,100,80
10,2,24,90,80,100
