1542755589273, -1.21938
1542755589293, -1.23444
1542755589313, -1.23444
1542755589334, -1.24164
1542755589354, -1.28757
1542755589374, -1.28757
1542755589394, -0.933651
1542755589414, -0.811706
1542755589434, -0.811706
1542755589454, -0.695704
1542755589474, -0.695704
1542755589494, -0.576334
1542755589514, -0.662093
1542755589534, -0.662093
1542755589554, -1.10289
1542755589574, -1.33563
1542755589595, -1.33563
1542755589615, -1.26107
1542755589635, -0.962879
1542755589655, -0.962879
1542755589675, -0.688594
1542755589695, -0.886852
1542755589715, -0.886852
1542755589735, -1.25182
1542755589755, -1.25182
1542755589775, -1.25182
1542755589795, 3.60462
1542755589815, 3.60462
1542755589835, 3.32162
1542755589855, 2.28174
1542755589875, 2.28174
1542755589895, 2.41636
1542755589916, -2.06021
1542755589936, -2.06021
1542755589956, -1.42344
1542755589976, -0.221447
1542755589996, -0.221447
1542755590016, -0.0544551
1542755590036, -0.0727152
1542755590056, 0.0693465
1542755590076, -0.109341
1542755590096, -0.109341
1542755590116, 0.164073
1542755590136, 0.338713
1542755590156, 0.338713
1542755590176, 0.523678
1542755590197, 0.90316
1542755590217, 0.90316
1542755590237, 0.52052
1542755590257, 0.412643
1542755590277, 0.412643
1542755590297, 0.0555652
1542755590317, -0.110461
1542755590337, -0.831871
1542755590357, -0.831871
1542755590377, -0.99292
1542755590397, -1.12481
1542755590417, -1.45519
1542755590437, -1.45519
1542755590457, -1.46552
1542755590477, -1.64011
1542755590497, -1.64011
1542755590518, -1.52698
1542755590538, -1.35906
1542755590558, -1.35906
1542755590578, -1.24739
1542755590598, -1.22425
1542755590618, -0.955079
1542755590638, -0.955079
1542755590658, -0.797485
1542755590678, -0.647872
1542755590698, -0.695551
1542755590718, -0.695551
1542755590738, -0.832646
1542755590758, -0.564601
1542755590778, -0.564601
1542755590798, -0.512337
1542755590818, -0.628157
1542755590839, -0.628157
1542755590859, -0.693561
1542755590879, -0.710797
1542755590899, -0.543268
1542755590919, -0.543268
1542755590939, -0.594795
1542755590959, -0.41338
