1542754898373, -1.39515
1542754898393, -1.23989
1542754898413, -1.23989
1542754898433, -1.16913
1542754898453, -1.12378
1542754898473, -1.12378
1542754898493, -0.986594
1542754898513, -0.986594
1542754898533, -0.986594
1542754898553, -0.777913
1542754898573, -0.777913
1542754898594, -0.777913
1542754898614, -0.929029
1542754898634, -0.929029
1542754898654, -0.929029
1542754898674, -0.726865
1542754898694, -0.726865
1542754898714, -1.02595
1542754898734, -0.59781
1542754898754, -0.59781
1542754898774, -0.891819
1542754898794, -0.891819
1542754898814, -0.891819
1542754898834, -0.672563
1542754898854, -0.672563
1542754898874, -0.672563
1542754898895, -0.345345
1542754898915, -0.345345
1542754898935, -0.232941
1542754898955, -0.50581
1542754898975, -0.50581
1542754898995, -0.510538
1542754899015, -0.68577
1542754899035, -0.68577
1542754899055, -0.439383
1542754899075, -0.486239
1542754899095, -0.486239
1542754899115, -0.366773
1542754899135, -0.366773
1542754899155, -0.366773
1542754899175, -0.515993
1542754899195, -0.515993
1542754899216, -0.515993
1542754899236, -0.469577
1542754899256, -0.469577
1542754899276, -0.212193
1542754899296, -0.579454
1542754899316, -0.579454
1542754899336, -0.447958
1542754899356, -0.452293
1542754899376, -0.452293
1542754899396, -0.484095
1542754899416, -0.484095
1542754899436, -0.484095
1542754899456, -0.340081
1542754899476, -0.340081
1542754899496, -0.334435
1542754899517, -0.395216
1542754899537, -0.395216
1542754899557, -0.40715
1542754899577, -0.528463
1542754899597, -0.528463
1542754899617, -0.382602
1542754899637, -0.560648
1542754899657, -0.560648
1542754899677, -0.421658
1542754899697, -0.421658
1542754899717, -0.421658
1542754899737, -0.262456
1542754899757, -0.262456
1542754899777, -0.377922
1542754899797, -0.14922
1542754899817, -0.14922
1542754899838, -0.200555
1542754899858, -0.493101
1542754899878, -0.493101
1542754899898, -0.465682
1542754899918, -0.581062
1542754899938, -0.581062
1542754899958, -0.261576
1542754899978, -0.182678
1542754899998, -0.182678
1542754900018, -0.16793
1542754900038, -0.16793
1542754900058, -0.296785
1542754900078, -0.515601
1542754900098, -0.515601
1542754900118, -0.603217
1542754900138, -0.777425
1542754900159, -0.777425
1542754900179, -0.693168
1542754900199, -0.708366
1542754900219, -0.708366
